location,locationType,state,lat,lon,count
Central Park Columbus Circle NYC,Natural Attraction,New York,40.768094299999994,-73.9818907,2
Marshall's Beach,Natural Attraction,Virginia,37.9506844,-76.3555029,3
Watkins Glen State Park Gorge Trail,Natural Attraction,New York,42.3743926,-76.8750677,3
San Francisco Fisherman's Wharf,Neighborhood,California,37.8091669,-122.4165994,1
"Jamestown, North Dakota",City,North Dakota,46.910544,-98.70843599999999,1
American Visionary Art Museum,Place of Interest,Maryland,39.2803985,-76.6068932234835,1
"Sequoia, California",City,California,37.8065921,-119.89545749999999,1
"Coulee Dam, Washington",City,Washington,47.96644129999999,-118.9758743,1
Super Duper Burgers,Restaurant,California,37.7848683,-122.4035456,3
"Medora, North Dakota",City,North Dakota,46.9139028,-103.5243536,1
"Charlevoix, Michigan",City,Michigan,45.202075,-84.9676387,1
"Harrison, New Jersey",City,New Jersey,40.7464901,-74.1562551,1
Humboldt Redwoods State Park,Natural Attraction,California,40.21997375,-123.79962045862499,1
"Morristown, New Jersey",City,New Jersey,40.7970384,-74.48094920000001,3
Neon Museum,Place of Interest,Nevada,36.1769221,-115.135259493782,1
Boston Harborwalk,Neighborhood,Massachusetts,42.2998956,-71.04481609999999,2
"Bismarck, North Dakota",City,North Dakota,46.808327,-100.783739,2
Four Seasons Hotel Baltimore,Travel,Maryland,39.489546600000004,-76.964425,2
Waterfront Park,Neighborhood,Kentucky,38.25996075,-85.7446315509951,3
"Presque Isle, Michigan",City,Michigan,45.337525799999995,-83.9567881,1
"Cooperstown, New York",City,New York,42.70063029999999,-74.92432099999999,1
Trillium Lake,Natural Attraction,Oregon,45.269895,-121.739357065338,3
Central Park the Pond,Natural Attraction,Maryland,39.15040665,-77.3102222528187,1
Lake Champlain,Natural Attraction,New York,44.41553065,-73.31171336310899,2
Chobani Soho Cafe,Neighborhood,New York,40.725763799999996,-74.00110090000001,1
Delaware Memorial Bridge,Natural Attraction,Delaware,39.6930714,-75.5301911,4
"Praha, Texas",City,Texas,29.668289,-97.06720729999999,1
Lake DeSmet,Natural Attraction,Wyoming,44.4823915,-106.75257871514401,1
"Vermont, Illinois",City,Illinois,40.2942106,-90.4279033,2
"Calistoga, California",City,California,38.578796600000004,-122.5797054,1
Great Sand Dunes National Park,Natural Attraction,Colorado,37.79118705,-105.612267234632,1
"Munuscong, Michigan",City,Michigan,46.24529570000001,-84.1850288,1
"South Miami, Florida",City,Florida,25.7078467,-80.2956356768285,1
"Fairplay, Colorado",City,Colorado,39.2251888,-106.00195190000001,4
"Montauk, New York",City,New York,41.03593529999999,-71.9545146,1
"Fredonia, Arizona",City,Arizona,36.945541999999996,-112.5265889,1
Guggenheim Museum,Place of Interest,New York,40.78300035,-73.95895939861879,2
360 Bridge at Lake Austin,Natural Attraction,Texas,30.3533364,-97.78349738823209,1
"Mystic, Connecticut",City,Connecticut,41.354265600000005,-71.96646199999999,13
"Saugatuck, Michigan",City,Michigan,42.6550248,-86.2019826,1
"Seward, Alaska",City,Alaska,60.104202,-149.4426113,1
"Essex, California",City,California,34.7336097,-115.2449794,1
"East Brunswick, New Jersey",City,New Jersey,40.4278841,-74.415984,1
"Mercer County, New Jersey",City,New Jersey,40.280717700000004,-74.7033717,1
"Sunset Beach, California",City,California,33.7179231,-118.0706056,2
Chelsea Piers,Neighborhood,New York,40.74669915,-74.009979200807,1
"Virgin, Utah",City,Utah,37.201902000000004,-113.18785420000002,1
Oakwood Beach Chicago,Natural Attraction,California,37.76522675,-122.27467830235001,1
BURGERFI,Restaurant,Georgia,34.0874653,-84.2703281,1
"Glenview, Illinois",City,Illinois,42.0700662,-87.81140440000001,1
Downtown Chicago,Neighborhood,Illinois,41.881644,-87.63209480891291,8
"Alpena, Michigan",City,Michigan,45.0616794,-83.43275279999999,2
Los Angeles Airport Marriott,Travel,California,33.9488689,-118.38535778859502,1
"Montgomery County, Maryland",City,Maryland,39.140626700000006,-77.20756120000001,2
"Crane Beach Ipswich , Ma",Natural Attraction,Massachusetts,42.6784231,-70.741443003909,1
Yellowstone Lake,Natural Attraction,Wyoming,44.420669000000004,-110.53658913614099,1
"Lone Pine, California",City,California,36.583176,-118.078359294897,4
"Atlanta, Illinois",City,Illinois,40.2596504,-89.23324659999999,1
South Beach,Natural Attraction,Florida,25.774429100000003,-80.1332415,10
Lake Hollywood Overlook,Neighborhood,Florida,30.2671651,-85.96490240000001,1
Mineta San Jose International Airport,Travel,California,37.36332410000001,-121.92932902201599,2
Wilshire Boulevard,Neighborhood,California,34.0617234,-118.3030861,3
"Dublin, California",City,California,37.7021521,-121.9357918,3
Newport Waterfront,Neighborhood,New Jersey,40.726036,-74.0344862,3
2000 Pennsylvania Avenue,Neighborhood,Michigan,44.230303,-85.43991899999999,1
Ediza Lake,Natural Attraction,California,37.6853376,-119.16665234936701,1
Yosemite Westgate Lodge,Natural Attraction,California,37.8172617,-120.0594612,1
"Seekonk, Massachusetts",City,Massachusetts,41.808434000000005,-71.3369973,1
Rosen Center Hotel Orlando Fl,Travel,Florida,28.4236543,-81.46395533065309,1
"Ruidoso, New Mexico",City,New Mexico,33.3315804,-105.67309909999999,1
"Saint Charles, Illinois",City,Illinois,41.9139516,-88.3125302,1
"Torrance, California",City,California,33.835849200000006,-118.34062879999999,3
"Como, Colorado",City,Colorado,39.3164813,-105.89276940000002,1
Caffé Vita-Capitol Hill,Neighborhood,Washington,47.6138902,-122.3190238,1
"Arlington, Texas",City,Texas,32.701939,-97.105624826688,3
"Johnston, Iowa",City,Iowa,41.6731523,-93.6973395,1
DAOU Vineyards,Restaurant,California,35.641475899999996,-120.784359468834,1
"Mason, Ohio",City,Ohio,39.3600586,-84.309939,1
Falls Park on the Reedy River,Natural Attraction,South Carolina,34.8438792,-82.4002645128781,2
"Buena Vista, Colorado",City,Colorado,38.84221779999999,-106.1311288,1
"Flamingo, Florida",City,Florida,25.1417914,-80.92534909999999,1
Little Cultus Lake,Natural Attraction,Oregon,43.8030737,-121.87356959205098,1
"Seminole Hard Rock Hotel & Casino - Hollywood, FL",Neighborhood,Florida,26.05172755,-80.2112422592151,2
"South Padre Island, Texas",City,Texas,26.1036887,-97.1646938,4
"Horseshoe Bend, Nevada",City,Nevada,37.6841341,-114.12942530000001,2
St. Johns Bridge,Natural Attraction,Oregon,45.58519415,-122.76453736557801,1
Downtown Brooklyn,Neighborhood,New York,40.692373100000005,-73.9867881811989,1
"Universal Studios, Orlando",Place of Interest,Florida,28.4777517,-81.4748441,2
Battery Park,Neighborhood,New York,40.70282775,-74.0158185075598,11
Copper Rock Coffee Co,Restaurant,Wisconsin,44.5190586,-88.0197213,2
"Sault Ste. Marie, Michigan",City,Michigan,46.490586,-84.359269,1
Phoenix Sky Harbor International Airport,Travel,Arizona,33.43291105,-112.009421784383,3
Downtown Cincinnati,Neighborhood,Ohio,39.101663200000004,-84.50812455422529,4
"Soledad, California",City,California,36.473575,-121.37378746103902,1
Tahoe Lakeshore Lodge & Spa,Natural Attraction,California,38.9477181,-119.9645857,1
"Goleta, California",City,California,34.4358295,-119.8276389,2
"Bourbon Street, French District",Neighborhood,Louisiana,29.959433399999998,-90.0649002,2
"Moss Point, Mississippi",City,Mississippi,30.4115881,-88.53446009999999,1
"Richmond, Virginia",City,Virginia,37.53850870000001,-77.43428,2
American Falls,Natural Attraction,New York,43.0847442,-79.0694287,2
"Montgomery, New Jersey",City,New Jersey,40.4784376,-74.753773,1
5th Avenue - 57th Street,Neighborhood,New York,40.6413782,-74.0140986,1
"Highland Park, Texas",City,Texas,32.83177925,-96.80064114703698,1
Park Avenue,Neighborhood,New York,40.7873461,-73.9521493,2
Yellowstone Falls,Natural Attraction,Wyoming,44.7179419,-110.4962102,2
"Nottingham, Pennsylvania",City,Pennsylvania,39.748442,-76.0185579,1
"Cheyenne, Wyoming",City,Wyoming,41.139981,-104.820246,2
"Mobile County, Alabama",City,Alabama,30.648824199999996,-88.194642,3
Melbourne International Airport,Travel,Florida,28.1027201,-80.648158012358,1
"Nipton, California",City,California,35.467827500000006,-115.2711223,2
East Lake Tohopekaliga,Natural Attraction,Florida,28.301015000000003,-81.2839366381322,3
Tacoma Narrows Bridge,Natural Attraction,Washington,47.274563799999996,-122.55808950000001,1
"Sterling Vineyards, Napa Valley",Restaurant,California,38.5673885,-122.5504308,1
Downtown Springfield,Neighborhood,Missouri,37.2223291,-93.24879209727159,1
"Government Street (Mobile, Alabama)",Neighborhood,Alabama,30.679996999999997,-88.074045,1
Disneyland Park,Place of Interest,California,33.8136476,-117.91971569947701,19
"Tukwila, Washington",City,Washington,47.4627356,-122.2559156,4
Rainbow Springs State Park,Natural Attraction,Florida,29.104419500000002,-82.4373223,1
"East Nashville, Tennessee",City,Tennessee,36.172556400000005,-86.7597205,1
Universal Studios Florida,Place of Interest,Florida,28.477248200000002,-81.4697068385377,38
La Jolla Shores Park And Beach,Natural Attraction,California,32.861436,-117.25531459999999,1
"Springfield, Missouri",City,Missouri,37.2166779,-93.2920373,1
"Downey, Idaho",City,Idaho,42.4285297,-112.12440729999999,1
"Gaithersburg, Maryland",City,Maryland,39.143440600000005,-77.2013705,1
"Pulaski, New York",City,New York,43.567014,-76.127703,1
"Grapevine, Texas",City,Texas,32.9342919,-97.07806540000001,4
"Corolla Beach, NC.",Natural Attraction,North Carolina,36.3847464,-75.8286983,1
"Juneau, Alaska",City,Alaska,58.30194960000001,-134.419734,2
Goleta Beach,Natural Attraction,California,34.4197085,-119.83531809999998,1
"Madison County, Virginia",City,Virginia,38.4114615,-78.28466340000001,1
"Woodbury, Minnesota",City,Minnesota,44.92317,-92.9588282,1
Guardians of the Galaxy - Mission: Breakout,Travel,California,33.80662175,-117.916897645872,1
"Hull, Massachusetts",City,Massachusetts,42.3020436,-70.9078243,1
Illinois,State,Illinois,40.079660600000004,-89.4337288,4
Arkansas,State,Arkansas,35.2048883,-92.4479108,2
"Corolla, North Carolina",City,North Carolina,36.3847464,-75.8286983,3
Hell's Kitchen,Restaurant,New York,40.76442279999999,-73.9923918,6
"Financial District, Manhattan",Neighborhood,New York,40.7076124,-74.009378,10
The New Children's Museum,Place of Interest,California,32.710665999999996,-117.16515600000001,2
Chicago River,Neighborhood,Illinois,41.888341100000005,-87.6179033,10
"La Grande, Oregon",City,Oregon,45.3246068,-118.08786950000001,1
Oak Lawn Coffee,Restaurant,Texas,32.806404,-96.81138409999998,1
"Pascagoula, Mississippi",City,Mississippi,30.364679499999998,-88.5585995,1
Hollywood Walk of Fame - Los Angeles,Place of Interest,California,34.102039700000006,-118.33066529999999,4
"Topock, Arizona",City,Arizona,34.718340500000004,-114.4871836,2
San Diego Beaches,Natural Attraction,California,32.6861631,-117.19253400000001,3
"Macy's - Herald Square, 151 West 34th Street, New York. Nyc.",Neighborhood,New York,40.7509149,-73.9893314859352,1
"Gloucester, Massachusetts",City,Massachusetts,42.615928600000004,-70.66198879999999,5
"Chester County, Pennsylvania",City,Pennsylvania,39.9829308,-75.7652424,1
"Elizabeth, New Jersey",City,New Jersey,40.6639916,-74.2107006,1
"Brookville, Ohio",City,Ohio,39.83672070000001,-84.4113366,1
"Put-in-Bay, Ohio",City,Ohio,41.6518884,-82.8186814,2
"Waco, Texas",City,Texas,31.549333,-97.1466695,2
San Mateo–Hayward Bridge,Natural Attraction,California,37.594024,-122.23256540000001,1
"West Palm Beach, Florida",City,Florida,26.7153425,-80.0533746,5
"Southport, North Carolina",City,North Carolina,33.921563,-78.0202677,1
Residence Inn by Marriott Miami Beach South Beach,Natural Attraction,Florida,25.7923919,-80.142206859821,1
"Charlottesville, Virginia",City,Virginia,38.029306,-78.4766781,2
"Rocky Mount, North Carolina",City,North Carolina,35.942383299999996,-77.7956949,1
Evanston Beach,Natural Attraction,Illinois,42.0447388,-87.6930459,1
"Kent, Washington",City,Washington,47.3826903,-122.22702720000001,4
Kitchen 17,Restaurant,Illinois,41.93863465,-87.64481804627458,1
"Branson, Missouri",City,Missouri,36.6411357,-93.2175285,9
"Times Square, Manhattan, New York",Neighborhood,New York,40.75728055,-73.98585503545921,1
"Oasis, Nevada",City,Nevada,41.032618400000004,-114.47213130000002,1
Lake Charlevoix,Natural Attraction,Michigan,45.2397982,-85.07449302295821,1
East River State Park,Natural Attraction,New York,40.72177265,-73.96219435637809,2
China Cove Beach,Natural Attraction,California,33.598078,-117.8795013,1
Range Pond State Park,Natural Attraction,Maine,44.03994615,-70.34598277751579,1
"Kitty Hawk, North Carolina",City,North Carolina,36.0664318,-75.6935448,1
"Alexandria, Virginia",City,Virginia,38.8147596,-77.0902476527272,7
"Pescadero, California",City,California,37.251601799999996,-122.38219270000002,2
"Sugar Land, Texas",City,Texas,29.6196787,-95.6349463,2
Clark Street Bridge,Neighborhood,Illinois,41.88747525,-87.6310206505985,1
"Salida, Colorado",City,Colorado,38.5347193,-105.9989023,2
"Granada Hills, California",City,California,34.2962795,-118.505898556896,1
"Loudoun County, Virginia",City,Virginia,39.0984586,-77.67050079999999,1
"Homer Glen, Illinois",City,Illinois,41.6000318,-87.93811120000001,1
"Santa Rosa, California",City,California,38.4404675,-122.7144314,3
"Skagway, Alaska",City,Alaska,59.62263620000001,-135.4094368,1
"Ashburn, Virginia",City,Virginia,39.043719200000005,-77.48748990000001,1
"Zzyzx, California",City,California,35.142760700000004,-116.10473529999999,2
Historic Navajo Bridge,Natural Attraction,California,32.8185375,-116.9873392,1
"Universal Studios, Florida",City,Florida,28.4777517,-81.4748441,1
"Northeast Washington, Washington, District of Columbia",Neighborhood,District of Columbia,38.9199156,-76.98003100000001,1
"Dillon, Colorado",City,Colorado,39.6225432,-106.041094152787,1
"Sheridan, Wyoming",City,Wyoming,44.797194,-106.956179,1
Paradise Cove Beach Cafe,Natural Attraction,California,34.02023629999999,-118.78712220000001,2
"Kailua-Kona, Hawaii",City,Hawaii,19.641941,-155.996933,6
"San Juan, Puerto Rico",City,Puerto Rico,18.465298999999998,-66.11666600000001,4
"Bisbee, Arizona",City,Arizona,31.448148100000004,-109.92840249999999,1
"Vallejo, California",City,California,38.1040864,-122.25663670000002,1
"Independence, Colorado",City,Colorado,39.10145,-106.60178700000002,1
"Boyne Falls, Michigan",City,Michigan,45.168065000000006,-84.916157,1
"Fillmore, California",City,California,34.383958,-118.93659550000001,1
"Columbia, South Carolina",City,South Carolina,34.000749299999995,-81.03433129999999,1
"Bonita Springs, Florida",City,Florida,26.352575800000004,-81.8211122,2
Alki Beach Viewpoint,Natural Attraction,Washington,47.5879239,-122.39618329999999,1
Harvey Field Airport,Travel,Washington,47.905303100000005,-122.10107012500299,4
Riverfront Park,Natural Attraction,Connecticut,41.1842431,-73.1898621562113,1
"Petoskey, Michigan",City,Michigan,45.373343,-84.95533,1
"Saint Marys, Ohio",City,Ohio,40.542269700000006,-84.38939620000001,1
Congress Bridge,Natural Attraction,Arizona,34.162526,-112.8507374,1
Natural Bridges State Beach,Natural Attraction,California,36.954417,-122.059528266396,2
Panther Beach,Natural Attraction,West Virginia,37.483443900000005,-81.8959517,4
"Norwich, Connecticut",City,Connecticut,41.5242649,-72.07591049999999,1
"Carnation, Washington",City,Washington,47.647513399999994,-121.91294189999999,3
Bay Forest Beach,Natural Attraction,New York,43.2206241,-76.0915889,1
"Edison, New Jersey",City,New Jersey,40.5382375,-74.3945173450877,3
"St. Pete Beach, Florida",City,Florida,27.7253065,-82.741212,3
Field Museum Chicago,Place of Interest,Illinois,41.8661913,-87.6168764561622,1
Moses Lake Municipal Airport,Travel,Washington,47.1419894,-119.238052441942,1
Early Bird Restaurant - The Landmark,Restaurant,Florida,29.215806800000003,-82.36759980000001,1
Hollywood Beach,Neighborhood,Florida,30.2540906,-85.9568811,2
"High Point, North Carolina",City,North Carolina,35.9556924,-80.0053176,1
"West Allis, Wisconsin",City,Wisconsin,43.0166806,-88.0070315,1
"Frederick, Maryland",City,Maryland,39.4142186,-77.4109269,1
Phelps Lake Trail,Natural Attraction,Minnesota,44.4543884,-93.5029176763917,1
"Potomac, Maryland",City,Maryland,39.017936,-77.2094542,3
Potomac River National Park,Natural Attraction,Maryland,38.174353,-76.546148,1
"Colorado Springs, Colorado",City,Colorado,38.8339578,-104.8253485,15
"Anna Maria, Florida",City,Florida,27.5311474,-82.73343340000001,2
Great Falls Park,Natural Attraction,Virginia,38.99044545,-77.25195300762279,2
Rockaway Park–Beach 116th Street,Neighborhood,New York,40.5810691,-73.8350135,1
Renaissance Denver Downtown City Center Hotel,Neighborhood,Colorado,39.747511700000004,-104.9931789,1
"Seal Beach, California",City,California,33.7423967,-118.1055926,4
"Yorkville, Wisconsin",City,Wisconsin,42.7419627,-88.0267506,1
"Martin Lake, Minnesota",City,Minnesota,45.3810761,-93.0949444,1
"County of Orange, California",City,California,33.4247998,-117.61708310193899,1
Havasu Falls,Natural Attraction,Arizona,36.255206,-112.69785470000001,1
"Parker, Arizona",City,Arizona,34.1498408,-114.2889608,1
Humbug Mountain State Park,Natural Attraction,Oregon,42.6864983,-124.43621509999998,1
Yard House,Neighborhood,Texas,29.7799159,-95.5612571,10
Summit Avenue,Neighborhood,New Jersey,40.715759000000006,-74.0671243,1
Columbia Rock Yosemite Falls Trail,Natural Attraction,California,37.7466259,-119.60288190000001,1
The White House South Lawn,Place of Interest,Texas,29.694119,-95.3735497,1
"Alta, Utah",City,Utah,40.5904037,-111.63521659999999,1
"Venice Beach in Venice, Ca",Neighborhood,California,33.9796472,-118.468563095478,2
"Rockville, Maryland",City,Maryland,39.0840054,-77.15275729999999,2
"Spearfish, South Dakota",City,South Dakota,44.490817,-103.85937,1
"Crested Butte, Colorado",City,Colorado,38.869748,-106.98411100000001,1
"Del Mar, California",City,California,32.9594891,-117.2653146,2
"Cocoa Beach, Florida",City,Florida,28.329848699999996,-80.62054663871,6
"Forest, Virginia",City,Virginia,37.1232245,-78.4927721,1
Harvard Bridge,Natural Attraction,Massachusetts,42.354187100000004,-71.0911246102205,2
"Hayward, California",City,California,37.6688205,-122.08079640000001,3
Narada Falls,Natural Attraction,Washington,46.77502,-121.74614640000001,1
"31St Street, Midtown, Manhattan",Neighborhood,New York,40.7458561,-73.98434759999999,3
"Salton Sea Beach, California",City,California,33.377032,-116.01269452649099,1
North Beach Park,Natural Attraction,Maryland,38.7156738,-76.5288446,1
Carson Kitchen,Restaurant,Nevada,39.138599,-119.75246399999999,1
"Saint Paul, Minnesota",City,Minnesota,44.9504037,-93.10150259999999,2
"Universal City, California",City,California,34.14129260000001,-118.3584364,6
"Jamaica, New York",City,New York,40.6914852,-73.8056771,1
"Downtown San Francisco, California",City,California,37.7875138,-122.40715900000001,1
Lewisville Lake,Natural Attraction,Texas,33.15072365,-97.0034736272769,1
"Frankfort, Kentucky",City,Kentucky,38.2009055,-84.8732836,1
"Long Beach Island, NJ",Natural Attraction,New Jersey,39.6362606,-74.1847674083909,1
"North Beach, San Francisco",Natural Attraction,California,37.8011749,-122.4090021,5
"Coronado Beach, San Diego",Natural Attraction,California,32.683475800000004,-117.185742184956,2
Eagle Mountain Lake,Natural Attraction,Texas,32.94405985,-97.5114677381369,1
"Embarcadero, California",City,California,37.792863700000005,-122.39691200000001,4
"Mountain Top, Pennsylvania",City,Pennsylvania,41.1224535,-75.96386095989008,1
"Wichita Falls, Texas",City,Texas,33.913708500000006,-98.49338730000001,1
"Mojave, California",City,California,35.0524699,-118.1739645,1
"Gig Harbor, Washington",City,Washington,47.3259697,-122.5878659,1
"North Miami Beach, Florida",City,Florida,25.9331488,-80.1625463,1
"Adelanto, California",City,California,34.582769899999995,-117.40921499999999,1
"Tuba City, Arizona",City,Arizona,36.1355819,-111.2403034,1
"Manchester, New Hampshire",City,New Hampshire,42.995639700000005,-71.4547891,1
"Baraboo, Wisconsin",City,Wisconsin,43.4704014,-89.74378440000001,1
"Novi, Michigan",City,Michigan,42.48059,-83.47549129999999,1
"New Harbor, Maine",City,Maine,43.8759162,-69.4900468,1
"Hulbert, Oklahoma",City,Oklahoma,35.9325964,-95.141348,1
Calaveras Big Trees State Park,Natural Attraction,California,38.2638071,-120.278540241632,3
"Yellow Springs, Ohio",City,Ohio,39.804543200000005,-83.8925234,1
"Brookings, Oregon",City,Oregon,42.052371799999996,-124.28407069999999,2
Kingman Railroad Museum,Place of Interest,Arizona,35.196538399999994,-114.02594750000002,1
"Sherman Oaks, California",City,California,34.1508718,-118.4489865,1
Trinidad State Beach,Natural Attraction,California,41.0712444,-124.1496275,1
Flathead Lake,Natural Attraction,Montana,47.8777706,-114.126884170988,2
The Westin Los Angeles Airport,Travel,California,33.9444829,-118.374058261129,2
United States Capitol dome,Place of Interest,Utah,38.2984299,-111.22789679999998,1
"Hartford, Connecticut",City,Connecticut,41.764582,-72.6908547,2
Ed Koch Queensboro Bridge,Natural Attraction,New York,40.75573455,-73.9518925806638,3
Partners Coffee,Restaurant,New York,40.7544586,-73.9764655,2
Las Olas Blvd Beach,Natural Attraction,Texas,29.506001,-98.65027099999999,2
"East Palo Alto, California",City,California,37.4688273,-122.1410751,2
Lake Buena Vista Resort Village & Spa,Natural Attraction,Florida,28.35225925,-81.4865219592575,1
Monte De Oro Winery,Restaurant,California,33.5455609,-117.04626699999999,1
Universal's Cabana Bay Beach Resort,Natural Attraction,Florida,28.465589,-81.4739475549213,1
"Times Square, New York, United States of America.",Neighborhood,New York,40.75728055,-73.98585503545921,45
Olvera Street Plaza,Neighborhood,California,34.0569773,-118.2383673,1
Chicago River Walk,Neighborhood,Illinois,41.88733345,-87.6270030381015,1
"Dayton, Ohio",City,Ohio,39.758947799999994,-84.1916069,2
"St. Johns County, Florida",City,Florida,29.9032284,-81.4145468,1
Holiday Inn Miami Beach-Oceanfront,Natural Attraction,Florida,25.8150357,-80.1223953326387,1
Bodega South Beach,Natural Attraction,Florida,25.788691600000003,-80.1416109,1
South Beach Miami,Natural Attraction,Florida,25.774429100000003,-80.1332415,30
Mike O'Callaghan–Pat Tillman Memorial Bridge,Natural Attraction,Arizona,36.011809899999996,-114.73977520000001,4
"Arroyo Grande, California",City,California,35.118586900000004,-120.59072520000001,1
Moonshine Beach,Natural Attraction,Missouri,36.610837700000005,-93.3101528,1
"Sarasota, Florida",City,Florida,27.3364347,-82.5306527,2
Mount Diablo State Park,Natural Attraction,California,37.87313595,-121.94103525483,1
Bunker Hill Monument,Place of Interest,Massachusetts,42.37635225,-71.0607673472946,13
"Pensacola, Florida",City,Florida,30.421309,-87.2169149,3
"Arcadia, California",City,California,34.136207500000005,-118.0401497,5
Miami Design District,Neighborhood,Florida,25.8126438,-80.1912991,6
"Rehoboth Beach, Delaware",City,Delaware,38.7209436,-75.0760265,3
Lake Whitney,Natural Attraction,Texas,31.87075,-97.41431999999999,1
Denver Zoo,Place of Interest,Colorado,39.74924215,-104.950400262188,4
Saks Fifth Avenue,Neighborhood,Nevada,36.1267364,-115.17239450000001,7
"Southwest Harbor, Maine",City,Maine,44.279802399999994,-68.3250168,1
St. Louis Lambert International Airport,Travel,Missouri,38.74957195,-90.3701407104496,1
Riverchase Galleria,Natural Attraction,Alabama,33.3789575,-86.8088191341789,1
Santa Monica 3rd Street Promenade,Neighborhood,California,34.015878,-118.49573240000001,2
Tipton Lakes Marina,Natural Attraction,Tennessee,35.4550487,-89.8534073,1
Redondo Beach Pier,Natural Attraction,California,33.8426685,-118.39174320000001,1
Detroit Riverfront,Natural Attraction,Michigan,42.323699100000006,-83.05471240000001,3
"Olancha, California",City,California,36.270251,-117.999718793756,1
"Edwardsville, Illinois",City,Illinois,38.8114364,-89.95315699999999,1
Darwin Falls Wilderness,Natural Attraction,California,36.33398255,-117.578930953526,1
St. Louis Zoo,Place of Interest,Missouri,38.635091499999994,-90.2907432029183,1
"Yosemite Falls, Yosemite",Natural Attraction,California,37.7569712,-119.5967689,1
"Jamestown, California",City,California,37.9588565,-120.40443116813299,1
Jedediah Smith Redwoods State Park,Natural Attraction,California,41.78269865,-124.098752522294,2
"Midtown, Miami",Neighborhood,Florida,25.80822455,-80.1944286627723,1
"Monroe, Pennsylvania",City,Pennsylvania,41.040042299999996,-75.3249475,2
The Marina at PIER 39,Neighborhood,California,37.806889399999996,-122.43322519293501,1
Gateway Arch National Park,Natural Attraction,Missouri,38.62446165,-90.18562829939991,5
"Strip District, Pittsburgh",Neighborhood,Pennsylvania,40.453958,-79.9842195,1
"Tonopah, Nevada",City,Nevada,38.068100799999996,-117.23094990000001,1
"La Push, Washington",City,Washington,47.9096205,-124.6362496,1
North Beach Park Racine,Natural Attraction,Wisconsin,42.743080400000004,-87.78150025970051,1
Franconia Notch State Park,Natural Attraction,New Hampshire,44.14420495,-71.69150257371649,2
Lake Crescent,Natural Attraction,Pennsylvania,41.925242100000006,-75.8962968,2
"Towaoc, Colorado",City,Colorado,37.211302,-108.72344672525999,1
Sequoia National Park California,Natural Attraction,California,36.49584065,-118.559919384386,2
"Lake Isabella, California",City,California,35.638326,-118.48446958199301,1
"Pelican Rapids, Minnesota",City,Minnesota,46.570792,-96.083112,1
"Fair Lawn, New Jersey",City,New Jersey,40.9403762,-74.1318096,1
"Nassau County, New York",City,New York,40.7412643,-73.5877699,1
MOD Pizza,Restaurant,Oregon,44.063659200000004,-123.0766221,1
"University Heights, Ohio",City,Ohio,41.497831,-81.537346,1
Baltimore Marriott Waterfront,Neighborhood,Maryland,39.283568599999995,-76.60298959053141,2
"Montezuma, New Mexico",City,New Mexico,35.6523771,-105.2763581,1
"American Beach, Florida",City,Florida,30.5749605,-81.4439788,1
"Cleveland Heights, Ohio",City,Ohio,41.5200518,-81.556235,1
Chicago Sports Museum,Place of Interest,Illinois,41.7746299,-87.7229443,1
Rialto Beach,Natural Attraction,Washington,47.928910200000004,-124.641079069643,1
"Oxnard, California",City,California,34.1976308,-119.18038179999999,1
Malibu Beaches,Natural Attraction,California,34.0313964,-118.7186973,1
"Ridgefield Park, New Jersey",City,New Jersey,40.857044200000004,-74.0215285,1
La Carreta Mexican Restaurant,Restaurant,Texas,32.5252494,-94.7854773371453,1
Naples Pier Beach,Natural Attraction,Florida,26.132664399999996,-81.8064264,2
"West Hills, California",City,California,34.2032325,-118.645476,1
"Colter Bay Village, Wyoming",City,Wyoming,43.904779600000005,-110.64085929999999,1
"Naples Beach, Fl",Natural Attraction,Florida,26.142197600000003,-81.7942944,2
"Montgomery County, Ohio",City,Ohio,39.6837328,-84.2854817,1
"John Wayne Airport, Orange County",Travel,California,33.6742056,-117.868014807705,1
Point State Park,Natural Attraction,Pennsylvania,40.44151435,-80.01008575399891,1
Balboa Park Gardens,Neighborhood,California,37.72494875,-122.44480452415199,3
Glacier Point,Natural Attraction,California,37.7284193,-119.57293870000001,15
Virgin Hotels Chicago,Travel,Illinois,41.8860672,-87.62600602156971,2
9/11 Tribute Museum,Place of Interest,New York,40.7079432,-74.0137633,3
"Versailles, Pennsylvania",City,Pennsylvania,40.315625299999994,-79.8311582,1
"Cultural District, Pittsburgh",Neighborhood,Pennsylvania,40.44179655,-80.0013064287109,1
Matthaei Botanical Gardens,Natural Attraction,Michigan,42.2926391,-83.6598071883886,2
St. Louis Arch,City,Missouri,38.62461055,-90.18497941913591,1
Thornton State Beach,Natural Attraction,California,37.69692205,-122.49838187060499,1
"Rosemary Beach, Florida",City,Florida,30.280291899999998,-86.01556500000001,2
Main Street Bridge,Neighborhood,Oregon,45.52141265,-122.96360503125099,1
Washington Historic District,Neighborhood,Virginia,38.713452000000004,-78.159444,1
"Davisville, Missouri",City,Missouri,37.8078237,-91.1851368,1
"Atascadero, California",City,California,35.4894169,-120.67072549999999,1
"Bentonville, Arkansas",City,Arkansas,36.372853799999994,-94.2088172,1
Old Town San Diego State Historic Park,Place of Interest,California,32.75377185,-117.194902482626,13
"Panguitch Lake Resort, Utah",City,Utah,37.7080332,-112.641604,1
